ape_round,parent_prompt_id,subcategory,prompt_id,prompt_family,prompt_text,target_word,pos,reference_cue,generated_cue,semantic_similarity,brevity_score,target_leak_penalty,proxy_score
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,擦汗,動詞,用力過大可能會讓皮膚泛紅,當感到汗水濕透衣襟時，不妨輕輕擦拭一下,0.49395790696144104,1.0,0.0,0.6457705348730087
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,擦眼鏡,動詞,太用力可能會導致損壞,戴上眼鏡後，記得定期擦拭,0.09240269660949707,1.0,0.0,0.36468188762664794
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,洗澡,動詞,讓身體保持乾淨清新的動作,每天晚上，記得洗個澡，保持乾淨,0.6492443680763245,1.0,0.0,0.754471057653427
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,煮飯,動詞,要使用各種食材、廚具和調味料,準備早餐時，記得先洗米哦,0.43606266379356384,1.0,0.0,0.6052438646554947
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,睡覺,動詞,"適當的時間內完成這件事,有助於健康",盡快入睡，讓身心放鬆,0.4297451376914978,1.0,0.0,0.6008215963840484
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,穿衣服,動詞,可以做不同的搭配,整理衣物，準備開始新的一天,0.1702885925769806,1.0,0.0,0.4192020148038864
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,穿鞋子,動詞,"如果穿錯腳,會覺得不舒服",穿上鞋，開始新的一天,0.39318498969078064,1.0,0.0,0.5752294927835464
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,綁鞋帶,動詞,小朋友通常需要學習怎麼綁,把鞋帶鬆開，然後重新打結,0.3098866045475006,1.0,0.0,0.5169206231832504
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,綁頭髮,動詞,需要使用特定的工具來固定,把頭髮束起來，整理儀容,0.3469061255455017,1.0,0.0,0.5428342878818512
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,聊天,動詞,在家裡、工作場合、咖啡廳等都很常見,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,量體溫,動詞,需要使用特定的測量工具,測量身體溫度，了解是否需要休息或服藥,0.5023475289344788,1.0,0.0,0.651643270254135
1,動作_p03,動作,動作_ape_1_4fbdc65c,category_resampled,**目標詞彙**：吃早餐,開門,動詞,"轉動把手,讓進出口變暢通的動作",,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,上廁所,動詞,會坐/蹲在馬桶上執行動作,準備好，前往衛生間，進行如廁,0.62705397605896,1.0,0.0,0.7389377832412719
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,刷牙,動詞,正確的XX方式是由上往下、由內到外,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,削水果,動詞,通常使用在蘋果、梨子、棗子等較硬的果皮上,開始時，將水果切成小塊，準備食用,0.6590110063552856,1.0,0.0,0.7613077044486999
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,剪指甲,動詞,需要使用專門的小工具,每天晚上，檢查指甲是否需要修剪,0.3794012665748596,1.0,0.0,0.5655808866024017
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,吃飯,動詞,一天三餐,早上起來，先準備早餐,0.45314857363700867,1.0,0.0,0.617204001545906
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,咳嗽,動詞,會泡陳皮和柿餅茶來緩解症狀,咳完痰後，將痰吐到紙上,0.35826051235198975,1.0,0.0,0.5507823586463928
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,喝水,動詞,有些人會加入檸檬等來增加味道,早上起來，第一件事情就是喝杯水,0.3169708251953125,1.0,0.0,0.5218795776367187
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,寫字,動詞,學生上課時經常做的事情,開始寫作時，先準備紙和筆,0.39116060733795166,1.0,0.0,0.5738124251365662
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,打噴嚏,動詞,生病時會更頻繁發生,當你感到喉部有異常感或想吐痰時，不妨,0.5455014705657959,1.0,0.0,0.6818510293960571
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,拍照,動詞,光線、角度和背景會影響結果,準備拍攝時，先檢查鏡頭和電池,0.28154557943344116,1.0,0.0,0.4970819056034088
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,掃地,動詞,"搭配拖地效果更好,讓地板變得更潔淨",開始工作前，先清理家務,0.5439858436584473,1.0,0.0,0.680790090560913
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,摺衣服,動詞,有些人會用專門的板子來幫助摺整齊,整理衣物，準備上學或上班,0.37709492444992065,1.0,0.0,0.5639664471149444
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,擦桌子,動詞,在餐廳、學校、辦公室都很常見,開始工作前，先整理桌面，確保清潔,0.31866133213043213,1.0,0.0,0.5230629324913024
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,擦汗,動詞,用力過大可能會讓皮膚泛紅,開始工作前，先整理儀容，確保乾淨,0.1769740879535675,1.0,0.0,0.42388186156749724
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,擦眼鏡,動詞,太用力可能會導致損壞,戴上眼鏡，開始閱讀新聞,0.017384551465511322,1.0,0.0,0.3121691860258579
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,洗澡,動詞,讓身體保持乾淨清新的動作,早上第一件事，先洗個澡,0.48738908767700195,1.0,0.0,0.6411723613739013
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,煮飯,動詞,要使用各種食材、廚具和調味料,準備早餐前，先檢查炊具和食材,0.6569220423698425,1.0,0.0,0.7598454296588897
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,睡覺,動詞,"適當的時間內完成這件事,有助於健康",早上第一件事，先洗漱再吃早餐,0.2932128310203552,1.0,0.0,0.5052489817142487
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,穿衣服,動詞,可以做不同的搭配,起床後，穿上適合的衣物,0.2522040605545044,1.0,0.0,0.47654284238815303
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,穿鞋子,動詞,"如果穿錯腳,會覺得不舒服",穿上鞋跟，開始新的一天,0.3976592421531677,1.0,0.0,0.5783614695072175
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,綁鞋帶,動詞,小朋友通常需要學習怎麼綁,整理好鞋子，開始新的一天,0.2091599404811859,1.0,0.0,0.4464119583368301
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,綁頭髮,動詞,需要使用特定的工具來固定,整理好頭髮，準備上班,0.27120441198349,1.0,0.0,0.489843088388443
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,聊天,動詞,在家裡、工作場合、咖啡廳等都很常見,開始新的一天，與家人朋友分享你的日子,0.19677549600601196,1.0,0.0,0.43774284720420836
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,量體溫,動詞,需要使用特定的測量工具,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_b57f0c6d,category_resampled,**提示句**：起床後，早晨的第一步，先洗漱，再吃早餐。,開門,動詞,"轉動把手,讓進出口變暢通的動作",,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,上廁所,動詞,會坐/蹲在馬桶上執行動作,在需要時，定期進行這個動作以保持衛生,0.42164504528045654,1.0,0.0,0.5951515316963196
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,刷牙,動詞,正確的XX方式是由上往下、由內到外,每天起床後，記得檢查並清潔你的牙齒,0.21136964857578278,1.0,0.0,0.4479587540030479
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,削水果,動詞,通常使用在蘋果、梨子、棗子等較硬的果皮上,切開水果，準備飲食,0.6484471559524536,1.0,0.0,0.7539130091667174
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,剪指甲,動詞,需要使用專門的小工具,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,吃飯,動詞,一天三餐,一日三餐,0.9919353127479553,1.0,0.0,0.9943547189235686
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,咳嗽,動詞,會泡陳皮和柿餅茶來緩解症狀,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,喝水,動詞,有些人會加入檸檬等來增加味道,隨時提醒自己多喝些水，保持 hydrated,0.4619359076023102,0.9090909090909091,0.0,0.5960824080488898
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,寫字,動詞,學生上課時經常做的事情,記住常用筆順，練習書寫,0.5250670909881592,1.0,0.0,0.6675469636917114
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,打噴嚏,動詞,生病時會更頻繁發生,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,拍照,動詞,光線、角度和背景會影響結果,拍下美好瞬間，留下回憶,0.3002167344093323,1.0,0.0,0.5101517140865326
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,掃地,動詞,"搭配拖地效果更好,讓地板變得更潔淨",整理室內雜物，保持清潔有序,0.7091705799102783,1.0,0.0,0.7964194059371947
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,摺衣服,動詞,有些人會用專門的板子來幫助摺整齊,整理衣物，準備就緒,0.3474441170692444,1.0,0.0,0.543210881948471
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,擦桌子,動詞,在餐廳、學校、辦公室都很常見,整理桌面，準備用餐,0.39526090025901794,1.0,0.0,0.5766826301813126
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,擦汗,動詞,用力過大可能會讓皮膚泛紅,擦拭額頭上的汗水,0.5062722563743591,1.0,0.0,0.6543905794620514
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,擦眼鏡,動詞,太用力可能會導致損壞,戴上手套，輕輕擦拭眼睛鏡片,0.10031746327877045,1.0,0.0,0.3702222242951393
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,洗澡,動詞,讓身體保持乾淨清新的動作,洗完澡後，心情更舒暢了,0.5770856738090515,1.0,0.0,0.7039599716663361
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,煮飯,動詞,要使用各種食材、廚具和調味料,準備食材，開始烹飪美味佳餚,0.7379542589187622,1.0,0.0,0.8165679812431335
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,睡覺,動詞,"適當的時間內完成這件事,有助於健康",睡前準備好，有助於休息,0.4192579388618469,1.0,0.0,0.5934805572032928
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,穿衣服,動詞,可以做不同的搭配,整理衣物，準備上床休息,0.19103601574897766,1.0,0.0,0.43372521102428435
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,穿鞋子,動詞,"如果穿錯腳,會覺得不舒服",整理鞋帶，讓腳部更穩固,0.5524778962135315,1.0,0.0,0.686734527349472
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,綁鞋帶,動詞,小朋友通常需要學習怎麼綁,小心系緊鞋帶，確保穩固無誤,0.3540504574775696,1.0,0.0,0.5478353202342987
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,綁頭髮,動詞,需要使用特定的工具來固定,整理好帽子，準備開始新的一天,0.20178261399269104,1.0,0.0,0.4412478297948837
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,聊天,動詞,在家裡、工作場合、咖啡廳等都很常見,與朋友分享你的想法和感受，增進溝通交流,0.1521536111831665,1.0,0.0,0.40650752782821653
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,量體溫,動詞,需要使用特定的測量工具,正確的步驟是：將手放在耳後，輕輕按,0.23712193965911865,1.0,0.0,0.46598535776138306
1,動作_p03,動作,動作_ape_1_fd3949e3,category_resampled,**描述動作的目的和工具**：,開門,動詞,"轉動把手,讓進出口變暢通的動作",小心手勢，順利開啟門鎖,0.6975032091140747,1.0,0.0,0.7882522463798523
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,上廁所,動詞,會坐/蹲在馬桶上執行動作,記得定期去那裡，保持衛生,0.393707811832428,1.0,0.0,0.5755954682826996
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,刷牙,動詞,正確的XX方式是由上往下、由內到外,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,削水果,動詞,通常使用在蘋果、梨子、棗子等較硬的果皮上,切水果，保持口腔衛生,0.6160780191421509,1.0,0.0,0.7312546133995056
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,剪指甲,動詞,需要使用專門的小工具,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,吃飯,動詞,一天三餐,每天三餐，保持營養均衡,0.8743643760681152,1.0,0.0,0.9120550632476807
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,咳嗽,動詞,會泡陳皮和柿餅茶來緩解症狀,咳幾下，清清嗓子,0.3901362717151642,1.0,0.0,0.5730953902006148
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,喝水,動詞,有些人會加入檸檬等來增加味道,隨時喝杯水，保持水分充足,0.424099862575531,1.0,0.0,0.5968699038028717
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,寫字,動詞,學生上課時經常做的事情,,0.0,0.0,1.0,0.0
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,打噴嚏,動詞,生病時會更頻繁發生,當感到鼻腔有異物感時，不妨輕輕地打個,0.38914376497268677,1.0,0.0,0.5724006354808807
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,拍照,動詞,光線、角度和背景會影響結果,準備拍攝時，記得檢查鏡頭和電池,0.2895832061767578,1.0,0.0,0.5027082443237305
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,掃地,動詞,"搭配拖地效果更好,讓地板變得更潔淨",整理家中的雜物，讓空間更乾淨,0.7589802742004395,1.0,0.0,0.8312861919403076
1,動作_p03,動作,動作_ape_1_185f0623,category_resampled,**目標詞彙**：刷牙,摺衣服,動詞,有些人會用專門的板子來幫助摺整齊,整理衣物，保持整洁有序,0.39626288414001465,1.0,0.0,0.5773840188980102
