ape_round,parent_prompt_id,subcategory,prompt_id,prompt_family,prompt_text,mean_proxy_score,mean_similarity,mean_brevity,mean_target_leak,selection_status
1,電器用品_p01,電器用品,電器用品_ape_1_0bca79fb,category_resampled,詞彙描述在廚房中使用冰箱的行為，如「冰箱在夏天讓食物快速降溫」。,0.37246851874515413,0.2910264553502202,0.5625,0.4375,selected
1,電器用品_p01,電器用品,電器用品_ape_1_9b704e34,category_resampled,描述一個讓食物變冷的過程，例如「讓食物在冰箱裡緩慢凍結」。,0.0,0.0,0.0,1.0,selected
1,餐具_p02,餐具,餐具_ape_1_603bc589,category_resampled,描述一個特定目標詞彙，例如「橙色」，但不直接说出目標詞。,0.5794174919525782,0.39916784564654034,1.0,0.0,selected
1,餐具_p02,餐具,餐具_ape_1_7b6df6f4,category_resampled,說明如何使用簡單具體的形容詞來描述目標詞彙，例如「深綠」。,0.20690634648005166,0.15272335211435953,0.3333333333333333,0.6666666666666666,selected
2,動作_ape_1_fd3949e3,動作,動作_ape_2_b7c80da6,category_resampled,描述動作的目的和工具：,0.5552492523789405,0.41607036054134366,0.88,0.12,selected
2,動作_ape_1_fd3949e3,動作,動作_ape_2_ef6d0c83,category_resampled,提示句：早上起床後，開始新的一天，先刷牙，保持口腔清洁。,0.47006939134001735,0.31152770191431045,0.84,0.16,selected
2,動作_ape_1_fd3949e3,動作,動作_ape_2_7846ef34,category_resampled,提示句：早上起床後，開始新的一天，先刷牙，保持口腔潔凈。,0.4563541610608143,0.30989369947463274,0.7980952380952381,0.2,discarded
2,動物_ape_1_b50c4129,動物,動物_ape_2_610d7833,category_resampled,描述叫聲（如狗叫、貓咪叫）。,0.5285191124677657,0.3478844463825226,0.95,0.0,selected
2,動物_ape_1_b50c4129,動物,動物_ape_2_13b96937,category_resampled,描述外觀（如毛、耳朵、尾巴）。,0.5225089776515961,0.4035842537879944,0.8,0.2,selected
2,喝_ape_1_1ba2a804,喝,喝_ape_2_70d5ed0b,category_resampled,請生成一句提示句，其中包含目標詞彙「柑橘類水果」，但不得直接說出「柑橘類水果」。,0.22413905064264936,0.17734150091807047,0.3333333333333333,0.6666666666666666,selected
2,喝_ape_1_1ba2a804,喝,喝_ape_2_b805d5b0,category_resampled,請生成一句提示句，其中包含目標詞彙「紫薯」，但不得直接說出「紫薯」。,0.0,0.0,0.0,1.0,selected
2,娛樂場所_ape_1_42e5edbc,娛樂場所,娛樂場所_ape_2_5f11db38,category_resampled,描述一種水果在自然環境中的生長過程。,0.0,0.0,0.0,1.0,selected
2,學校_ape_1_0cbec27c,學校,學校_ape_2_4f193443,category_resampled,為失語症患者生成一句具體、生活化且容易聯想到答案的語意提示句，請勿直接說出目標詞。,0.0,0.0,0.0,1.0,selected
2,家具_ape_1_cdf6dffd,家具,家具_ape_2_bdcdfec1,category_resampled,描述一種水果的種類，並說明其在夏天的適宜用途。,0.14095422774553298,0.09422032535076141,0.25,0.75,selected
2,廚房用品_ape_1_6ac8e056,廚房用品,廚房用品_ape_2_25bd1115,category_resampled,描述一個水果的顏色和形狀。,0.0,0.0,0.0,1.0,selected
2,文具_ape_1_b2080979,文具,文具_ape_2_4892d0e3,category_resampled,生成一個生活化的、具體的失語症治療提示句，讓患者能夠快速理解。,0.6979178190231323,0.5684540271759033,1.0,0.0,selected
2,文具_ape_1_b2080979,文具,文具_ape_2_6bda8a34,category_resampled,用自然語言描述失語症治療的方法。,0.6838624238967895,0.5483748912811279,1.0,0.0,selected
2,文具_ape_1_b2080979,文具,文具_ape_2_b6de7e36,category_resampled,生成一個簡單明了的失語症治療提示句，讓患者容易記住和應用。,0.6460738420486449,0.49439120292663574,1.0,0.0,discarded
2,水果_ape_1_ba664d45,水果,水果_ape_2_708436b9,category_resampled,指導失語症患者，以水果的特定特徵來構建詳細的提示句。,0.5905627806981405,0.4150896867116292,1.0,0.0,selected
2,水果_ape_1_ba664d45,水果,水果_ape_2_abe0cb75,category_resampled,提供一種方法，讓失語症患者能夠生成具體的水果描述。,0.5647901197274526,0.37827159961064655,1.0,0.0,selected
2,調味_ape_1_f96cf70b,調味,調味_ape_2_2bee96b9,category_resampled,**生成一個以「蔬菜」作為主要特徵的提示句**。,0.47222014144062996,0.24602877348661423,1.0,0.0,selected
2,調味_ape_1_f96cf70b,調味,調味_ape_2_4e7b6cfa,category_resampled,**生成一個以「水果」作為主要特徵的提示句**。,0.2372483510862697,0.14412102103233337,0.45454545454545453,0.5,selected
2,輔具_ape_1_4f6599a0,輔具,輔具_ape_2_3c344191,category_resampled,如何為失語症患者生成一句簡單明確的提示，描述一種蔬菜？,0.26891830017169316,0.16988328595956168,0.5,0.5,selected
2,輔具_ape_1_4f6599a0,輔具,輔具_ape_2_93f464b7,category_resampled,如何為失語症患者生成一句簡單明確的提示，描述一種水果？,0.15498818208773932,0.07855454583962758,0.3333333333333333,0.6666666666666666,selected
2,運動場所_ape_1_84b3993d,運動場所,運動場所_ape_2_6eb0e163,category_resampled,創建一個包含「失語症治療提示句」的短句。,0.298382380604744,0.2119748294353485,0.5,0.5,selected
2,醫療場所_ape_1_32fb0e73,醫療場所,醫療場所_ape_2_b433921d,category_resampled,為失語症患者生成簡短、具體、容易聯想到答案的語意提示句。,0.19359945990145205,0.06228494271636009,0.5,0.5,selected
2,金融機構_ape_1_28df5e18,金融機構,金融機構_ape_2_6179ca4a,category_resampled,為失語症患者生成一句具體、簡單、容易聯想到答案的語意提示句，不要直接說出「為失語症患者」，只描述過程和方法。,0.5305255115032196,0.3293221592903137,1.0,0.0,selected
2,餐具_ape_1_603bc589,餐具,餐具_ape_2_21c10035,category_resampled,描述一個特定目標詞彙，但不直接說出目標詞。,0.5200306091457605,0.31432944163680077,1.0,0.0,selected
2,餐具_ape_1_603bc589,餐具,餐具_ape_2_165c39f8,category_resampled,說明如何使用簡單具體的形容詞來描述目標詞彙。,0.0,0.0,0.0,1.0,selected
3,動作_ape_2_b7c80da6,動作,動作_ape_3_6319ea44,category_resampled,"制作失語症治療提示句，以""早晨起床""作為起始，描述每天生活的開始。",0.4632557823913438,0.3026103013753891,0.8380952380952381,0.16,selected
3,動作_ape_2_b7c80da6,動作,動作_ape_3_d4fc740c,category_resampled,"適用於失語症治療提示，以""早上起床""作為起始，描述一天生活的開始。",0.3801585732901154,0.2377033421769738,0.7125541125541126,0.28,selected
3,動物_ape_2_610d7833,動物,動物_ape_3_2c03e45e,category_resampled,描述動物的外觀（如毛、耳朵、尾巴）。,0.5948539912700653,0.5069342732429505,0.8,0.2,selected
3,動物_ape_2_610d7833,動物,動物_ape_3_1af21f7b,category_resampled,描述動物的叫聲（如狗叫、貓咪叫）。,0.48073329940438264,0.25819042772054673,1.0,0.0,selected
3,喝_ape_2_70d5ed0b,喝,喝_ape_3_6fc8c37d,category_resampled,請生成一句提示句，其中包含目標詞彙「橙子」，但不得直接說出「橙子」。,0.0,0.0,0.0,1.0,selected
3,喝_ape_2_70d5ed0b,喝,喝_ape_3_b4952fdb,category_resampled,請生成一句提示句，其中包含目標詞彙「蘋果」，但不得直接說出「蘋果」。,0.0,0.0,0.0,1.0,selected
3,娛樂場所_ape_2_5f11db38,娛樂場所,娛樂場所_ape_3_8b236995,category_resampled,描述一隻鳥如何在森林中繁殖。,0.0,0.0,0.0,1.0,selected
3,娛樂場所_ape_2_5f11db38,娛樂場所,娛樂場所_ape_3_f43be8d6,category_resampled,描述一朵花如何在雨後開放。,0.0,0.0,0.0,1.0,selected
3,學校_ape_2_4f193443,學校,學校_ape_3_e7a8d43d,category_resampled,設計一組針對失語症患者的簡單、具體且容易聯想到答案的提示句列表。,0.635579776763916,0.4793996810913086,1.0,0.0,selected
3,學校_ape_2_4f193443,學校,學校_ape_3_d696792a,category_resampled,為失語症患者生成一句具體、生活化且容易聯想到答案的語意提示句。,0.0,0.0,0.0,1.0,selected
3,家具_ape_2_bdcdfec1,家具,家具_ape_3_3c011b35,category_resampled,描述一種水果的形狀，並說明其在夏天適合的保存方法。,0.12281626462936401,0.06830894947052002,0.25,0.75,selected
3,家具_ape_2_bdcdfec1,家具,家具_ape_3_827aa08a,category_resampled,描述一顆水果的顏色和果實，並說明其在夏天適合的食用方式。,0.0,0.0,0.0,1.0,selected
3,廚房用品_ape_2_25bd1115,廚房用品,廚房用品_ape_3_8542ea30,category_resampled,描述一棵樹的樹皮和枝葉。,0.4662095169226328,0.3802993098894755,0.6666666666666666,0.3333333333333333,selected
3,廚房用品_ape_2_25bd1115,廚房用品,廚房用品_ape_3_90599ed0,category_resampled,描述一個水果的甜度和口感。,0.32432514102686016,0.18441006541252136,0.6507936507936508,0.3333333333333333,selected
3,文具_ape_2_4892d0e3,文具,文具_ape_3_e8b16256,category_resampled,以水果作為比喻，創建一個簡單明確的提示句，幫助失語症患者記憶。,0.6172932267189026,0.45327603816986084,1.0,0.0,selected
3,文具_ape_2_4892d0e3,文具,文具_ape_3_ebec9c07,category_resampled,以蔬菜為象徵，設計一個形象的提示句，促進失語症患者的理解和學習。,0.0,0.0,0.0,1.0,selected
3,水果_ape_2_708436b9,水果,水果_ape_3_42526745,category_resampled,提供一種方法，讓失語症患者能夠生成具體的水果描述，但不要直接說「描述」这个词。,0.5329811386764048,0.33283019810914993,1.0,0.0,selected
3,水果_ape_2_708436b9,水果,水果_ape_3_e13aea4a,category_resampled,描述一種水果的特徵，但不要直接說「水果」这个词。,0.5068214962879817,0.2954592804114024,1.0,0.0,selected
3,調味_ape_2_2bee96b9,調味,調味_ape_3_7f4e89ae,category_resampled,用「蔬菜」作為目標詞，但不直接說出目標詞。,0.22852089554071425,0.11217270791530609,0.5,0.5,selected
3,調味_ape_2_2bee96b9,調味,調味_ape_3_834ab317,category_resampled,**生成一個以「水果」作為主要特徵的提示句**,0.20148429125547407,0.07354898750782013,0.5,0.5,selected
3,調味_ape_2_2bee96b9,調味,調味_ape_3_ceb4458a,category_resampled,用「水果」作為目標詞，但不直接說出目標詞。,0.20005640164017677,0.07150914520025253,0.5,0.5,discarded
3,調味_ape_2_2bee96b9,調味,調味_ape_3_0ba5f7d3,category_resampled,**生成一個以「蔬菜」作為主要特徵的提示句**,0.19920763075351713,0.07029661536216736,0.5,0.5,discarded
3,輔具_ape_2_3c344191,輔具,輔具_ape_3_d4dd151d,category_resampled,描述如何在超市找到橙子。,0.15250281145175296,0.07500401635964711,0.3333333333333333,0.6666666666666666,selected
3,醫療場所_ape_2_b433921d,醫療場所,醫療場所_ape_3_9ddc53ef,category_resampled,詢問失語症患者通常會使用哪些具體的語意提示句？,0.4714324726590088,0.26531169563531876,0.9523809523809523,0.0,selected
3,醫療場所_ape_2_b433921d,醫療場所,醫療場所_ape_3_73d4c3e5,category_resampled,提供失語症治療提示句時，應考慮什麼因素？,0.0,0.0,0.0,1.0,selected
3,金融機構_ape_2_6179ca4a,金融機構,金融機構_ape_3_f495041b,category_resampled,語意提示句：「從失語症患者的角度思考，構思一句具體、簡單、容易聯想到答案的語意提示句。」,0.6278626859188079,0.4683752655982971,1.0,0.0,selected
3,金融機構_ape_2_6179ca4a,金融機構,金融機構_ape_3_f6a715c2,category_resampled,語意提示句：「失語症患者的心聲：生成一句具體、簡單、容易聯想到答案的語意提示句。」,0.6076300940343311,0.45987972617149353,0.9523809523809523,0.0,selected
3,餐具_ape_2_21c10035,餐具,餐具_ape_3_d995bd5e,category_resampled,描述一種蔬菜，但不直接說出蔬菜名稱。,0.11516844977935155,0.021669213970502216,0.3333333333333333,0.6666666666666666,selected
3,餐具_ape_2_21c10035,餐具,餐具_ape_3_1d9ab670,category_resampled,描述一個水果，但不直接說出水果名稱。,0.0,0.0,0.0,1.0,selected
